Altium Designer Pick and Place Locations
D:\Git\RUMBA-Plus\Source\Project Outputs for RUMBA_plus\Pick Place for RUMBA_plus.csv

========================================================================================================================
File Design Information:

Date:       07/01/18
Time:       23:02
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"D5","Diode Schottky 2A 40V","TopLayer","DIOM2616X08N","114.200","30.100","180","Default Diode"
"D3","DIODE_75V_500mW","TopLayer","SOD323","25.550","21.850","360","Diode SMD 300mA 0.5W SOD323"
"D2","DIODE_75V_500mW","TopLayer","SOD323","38.300","58.400","90","Diode SMD 300mA 0.5W SOD323"
"D1","100V; 1.5A","TopLayer","DO-214AC","106.000","26.100","360","Diode SMD 100V 1.5A SMA"
"C28","approved sub OK","TopLayer","Cap_1608-0603","12.526","31.402","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C27","approved sub OK","TopLayer","Cap_1608-0603","12.526","28.354","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C26","approved sub OK","TopLayer","Cap_1608-0603","12.526","25.306","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C25","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","118.208","58.810","360","Polarized Capacitor (Surface Mount)"
"C24","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","102.968","58.810","360","Polarized Capacitor (Surface Mount)"
"C23","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","87.756","58.810","360","Polarized Capacitor (Surface Mount)"
"C22","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","72.565","58.810","360","Polarized Capacitor (Surface Mount)"
"C21","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","57.274","58.810","360","Polarized Capacitor (Surface Mount)"
"C20","CapC-0603-22pF","TopLayer","CAP_1608-0603","28.700","61.600","180","Capacitor (Semiconductor SIM Model)"
"C19","CapC-0603-22pF","TopLayer","CAP_1608-0603","32.700","61.600","360","Capacitor (Semiconductor SIM Model)"
"C18","CapC-0603-100nF","TopLayer","CAP_1608-0603","117.188","34.044","90","Capacitor (Semiconductor SIM Model)"
"C16","CapC-0603-100nF","TopLayer","CAP_1608-0603","40.589","17.546","180","Capacitor (Semiconductor SIM Model)"
"C15","CapC-0603-22pF","TopLayer","CAP_1608-0603","33.456","6.016","180","Capacitor (Semiconductor SIM Model)"
"C14","CapC-0603-22pF","TopLayer","CAP_1608-0603","26.456","6.016","360","Capacitor (Semiconductor SIM Model)"
"C13","CapC-0603-100nF","TopLayer","CAP_1608-0603","33.456","7.526","360","Capacitor (Semiconductor SIM Model)"
"C12","approved sub OK","TopLayer","CAP_1608-0603","24.488","15.808","180","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C11","CapC-0603-100nF","TopLayer","CAP_1608-0603","18.200","14.200","90","Capacitor (Semiconductor SIM Model)"
"C8","CapC-0603-22pF","TopLayer","CAP_1608-0603","35.500","59.500","360","Capacitor (Semiconductor SIM Model)"
"C7","CapC-0603-100nF","TopLayer","CAP_1608-0603","24.800","38.000","180","Capacitor (Semiconductor SIM Model)"
"C6","CapC-0603-100nF","TopLayer","CAP_1608-0603","38.300","46.100","270","Capacitor (Semiconductor SIM Model)"
"C5","CapC-0603-100nF","TopLayer","CAP_1608-0603","18.900","48.500","90","Capacitor (Semiconductor SIM Model)"
"C4","CapC-0603-100nF","TopLayer","CAP_1608-0603","37.021","39.332","180","Capacitor (Semiconductor SIM Model)"
"C3","approved sub OK","TopLayer","CAP_1608-0603","110.989","30.691","270","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C2","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","121.441","25.461","360","Polarized Capacitor (Surface Mount)"
"C1","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","106.495","32.824","180","Polarized Capacitor (Surface Mount)"
"Y","Header, 8-Pin, Female","TopLayer","A4988BREAKOUT","71.107","53.286","270","Header, 8-Pin, Female"
"C29","approved sub OK","TopLayer","Cap_1608-0603","12.526","34.450","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"ISP2","Header 3X2","TopLayer","HDR2X3","35.966","21.699","360","Header, 3-Pin, Dual row"
"5V","Header 2","TopLayer","HDR1X2","42.062","21.699","90","Header, 2-Pin"
"PWR","Header 2","TopLayer","HDR1X2","44.348","3.513","90","Header, 2-Pin"
"R2","Res-0603-10K","TopLayer","RES_1608-0603","29.050","23.900","360","Resistor"
"R9","Res-0603-1M","TopLayer","RES_1608-0603","29.997","6.027","360","Resistor"
"C9","approved sub OK","TopLayer","Cap_1608-0603","12.526","22.258","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"HE2","Screw Terminal 3.5mm 2-Way","TopLayer","TERM2_3.5MM","67.008","6.154","180","Screw Terminal 3.5mm 2-Way"
"FAN0","Screw Terminal 3.5mm 2-Way","TopLayer","TERM2_3.5MM","75.339","6.154","180","Screw Terminal 3.5mm 2-Way"
"LD5","GREEN","TopLayer","LED_1608-0603","68.990","27.643","270","Hyper-Bright LED"
"LD6","GREEN","TopLayer","LED_1608-0603","77.978","27.643","270","Hyper-Bright LED"
"R50","Res-0603-1K","TopLayer","RES_1608-0603","67.386","27.643","90","Resistor"
"R51","Res-0603-22R","TopLayer","RES_1608-0603","73.050","27.643","270","Resistor"
"R52","Res-0603-100K","TopLayer","RES_1608-0603","74.701","27.643","270","Resistor"
"R53","Res-0603-1K","TopLayer","RES_1608-0603","76.352","27.643","90","Resistor"
"R54","Res-0603-4K7","TopLayer","RES_1608-0603","12.526","23.782","360","Resistor"
"LD7","GREEN","TopLayer","LED_1608-0603","85.779","27.643","270","Hyper-Bright LED"
"Q5","BUK9Y21-40E","TopLayer","LFPACK","83.922","19.933","180","Logic Level N MOSFET"
"R55","Res-0603-1K","TopLayer","RES_1608-0603","84.201","27.643","90","Resistor"
"FAN1","Screw Terminal 3.5mm 2-Way","TopLayer","TERM2_3.5MM","83.848","6.205","180","Screw Terminal 3.5mm 2-Way"
"D9","100V; 1.5A","TopLayer","DO-214AC","58.750","13.000","360","Diode SMD 100V 1.5A SMA"
"D10","100V; 1.5A","TopLayer","DO-214AC","75.250","11.500","360","Diode SMD 100V 1.5A SMA"
"D11","100V; 1.5A","TopLayer","DO-214AC","84.000","11.500","360","Diode SMD 100V 1.5A SMA"
"D12","100V; 1.5A","TopLayer","DO-214AC","50.500","13.000","360","Diode SMD 100V 1.5A SMA"
"D13","100V; 1.5A","TopLayer","DO-214AC","130.250","19.254","360","Diode SMD 100V 1.5A SMA"
"D14","100V; 1.5A","TopLayer","DO-214AC","66.500","13.000","360","Diode SMD 100V 1.5A SMA"
"LD8","GREEN","TopLayer","LED_1608-0603","117.188","30.663","270","Hyper-Bright LED"
"LD9","GREEN","TopLayer","LED_1608-0603","42.300","46.400","270","Hyper-Bright LED"
"R20","Res-0603-1K","TopLayer","RES_1608-0603","118.700","30.600","90","Resistor"
"R58","Res-0603-1K","TopLayer","RES_1608-0603","43.800","46.400","90","Resistor"
"U5","USBLC6-4SC6","TopLayer","SOT23-6N","14.213","14.100","0","ESD Protection IC"
"HE0","Screw Terminal 3.5mm 2-Way","TopLayer","TERM2_3.5MM","50.244","6.205","180","Screw Terminal 3.5mm 2-Way"
"HE1","Screw Terminal 3.5mm 2-Way","TopLayer","TERM2_3.5MM","58.626","6.129","180","Screw Terminal 3.5mm 2-Way"
