Altium Designer Pick and Place Locations
G:\Git\RUMBA-Plus\Source\Project Outputs for RUMBA_plus\Pick Place for RUMBA_plus.csv

========================================================================================================================
File Design Information:

Date:       27/05/19
Time:       19:48
Revision:   bb006bcb106649a55c00f01d6e579e41c7b4c984
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"RX","","TopLayer","LED_1608-0603","35.6517","12.4107","180","LED YELLOW CLEAR CHIP SMD 0603"
"Thermistors","Header 5X2","TopLayer","HDR2X5","2.8020","29.1160","270","Header, 5-Pin, Dual row"
"TX","","TopLayer","LED_1608-0603","35.6517","14.1307","180","LED YELLOW CLEAR CHIP SMD 0603"
"Z+","Header 3","TopLayer","HDR1X3","4.0716","52.7380","180","Header, 3-Pin"
"Z-","Header 3","TopLayer","HDR1X3","4.0716","55.2780","180","Header, 3-Pin"
"X_MOT","","TopLayer","TERM4_3.5MM","51.3308","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"X_MS","SW DIP-3","TopLayer","DIPSW_SO6","48.7060","50.3940","90","SWITCH SLIDE DIP SPST 25MA 24V"
"Y1","16MHz","TopLayer","3525_SMD_CRYSTAL","25.7000","59.1000","360","CRYSTAL 16.0000MHZ 18PF SMD"
"Y2","16MHz","TopLayer","3525_SMD_CRYSTAL","25.0000","3.0000","360","CRYSTAL 16.0000MHZ 18PF SMD"
"Y+","Header 3","TopLayer","HDR1X3","4.0716","57.8180","180","Header, 3-Pin"
"Y-","Header 3","TopLayer","HDR1X3","4.0716","60.3580","180","Header, 3-Pin"
"Y_MOT","","TopLayer","TERM4_3.5MM","66.5632","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"Y_MS","SW DIP-3","TopLayer","DIPSW_SO6","63.9460","50.3940","90","SWITCH SLIDE DIP SPST 25MA 24V"
"X+","Header 3","TopLayer","HDR1X3","4.0716","62.8980","180","Header, 3-Pin"
"X-","Header 3","TopLayer","HDR1X3","4.0716","65.4380","180","Header, 3-Pin"
"Z_MOT","","TopLayer","TERM4_3.5MM","81.7957","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"Z_MS","SW DIP-3","TopLayer","DIPSW_SO6","79.1860","50.3940","90","SWITCH SLIDE DIP SPST 25MA 24V"
"R43","","TopLayer","RES_1608-0603","7.5264","35.9740","360","RES SMD 4.7K OHM 1% 1/10W 0603"
"EXP2","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","34.6626","71.1740","180","Header, 5-Pin, Dual row"
"R32","","TopLayer","RES_1608-0603","122.3000","36.2000","270","RES SMD 100K OHM 1% 1/10W 0603"
"E2_MOT","","TopLayer","TERM4_3.5MM","127.4930","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"E2_MS","SW DIP-3","TopLayer","DIPSW_SO6","124.9980","50.3936","90","SWITCH SLIDE DIP SPST 25MA 24V"
"C30","","TopLayer","CAP_EL_PANASONIC","128.5222","58.8099","360","CAP ALUM 100UF 20% 35V SMD"
"R44","","TopLayer","RES_1608-0603","128.5466","50.1822","270","RES SMD 100K OHM 1% 1/10W 0603"
"R45","","TopLayer","RES_1608-0603","128.7518","46.5850","360","RES SMD 10K OHM 1% 1/10W 0603"
"Q4","","TopLayer","LFPACK","70.3371","19.9334","180","MOSFET N-CH 40V 33A LFPAK"
"Q3","","TopLayer","LFPACK","61.8541","19.9334","180","MOSFET N-CH 40V 33A LFPAK"
"R46","","TopLayer","RES_1608-0603","76.2292","27.6428","270","RES SMD 22 OHM 1% 1/10W 0603"
"R47","","TopLayer","RES_1608-0603","77.7024","27.6428","270","RES SMD 100K OHM 1% 1/10W 0603"
"R48","","TopLayer","RES_1608-0603","59.0840","27.6428","270","RES SMD 22 OHM 1% 1/10W 0603"
"R49","","TopLayer","RES_1608-0603","60.7349","27.6428","270","RES SMD 100K OHM 1% 1/10W 0603"
"JTAG","Header 5X2","TopLayer","HDR2X5","46.2864","37.8028","180","Header, 5-Pin, Dual row"
"Reset","SW-PB","TopLayer","SW-PB_SMD_2PIN","37.2000","62.2000","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"F1","","TopLayer","FUSEHOLDER_-_BK-6013_-_MINI_ATC_ATO_BLADE_15A","122.0800","16.0040","360","FUSE HOLDER BLADE PCB"
"J2","","TopLayer","Micro-USB_B_Molex_105017-0001","3.1750","14.1000","270","CONN RCPT USB2.0 MICRO B SMD R/A"
"EXP3","Header 7X2","TopLayer","HDR2X7","24.6418","27.6428","180","Header, 7-Pin, Dual row"
"VFA0_sel","Header 3","TopLayer","HDR1X3","74.6798","17.5844","90","Header, 3-Pin"
"VFA1_sel","Header 3","TopLayer","HDR1X3","83.3158","17.6352","90","Header, 3-Pin"
"VHE2_sel","Header 3","TopLayer","HDR1X3","66.1708","17.5844","90","Header, 3-Pin"
"12V","Header 2","TopLayer","HDR1X2","35.8178","27.6428","90","Header, 2-Pin"
"FAN0_1","Header 2","TopLayer","HDR1X2","70.4674","14.4884","180","Header, 2-Pin"
"FAN1_1","Header 2","TopLayer","HDR1X2","79.1036","14.4880","180","Header, 2-Pin"
"ENC_1","Header 4","TopLayer","HDR1X4","5.3420","47.7850","180","Header, 4-Pin"
"ENC_2","Header 4","TopLayer","HDR1X4","5.3420","45.2450","180","Header, 4-Pin"
"ENC_3","Header 4","TopLayer","HDR1X4","5.3420","42.7050","180","Header, 4-Pin"
"ENC_4","Header 4","TopLayer","HDR1X4","5.3420","40.1650","180","Header, 4-Pin"
"MAIN-PWR","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","102.1010","6.0782","360","Screw Terminal 5mm 2-Way"
"HB-PWR","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","112.0832","6.0782","360","Screw Terminal 5mm 2-Way"
"D7","","TopLayer","DO-214AC","131.7070","16.9000","270","DIODE GEN PURP 100V 1.5A SMA"
