Altium Designer Pick and Place Locations
E:\PCB Design\A3D - RUMBA\RUMBA-Plus\Source\Outputs\V3D_RUMBA_v1_6A_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       15/04/21
Time:       22:54
Revision:   ffb28b68ad8af3daa2151da9f50a61534ccc96fe
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C19","CapC-0603-22pF","TopLayer","CAP_1608-0603","27.7000","61.6000","360","Capacitor (Semiconductor SIM Model)"
"C20","CapC-0603-22pF","TopLayer","CAP_1608-0603","23.7000","61.6000","180","Capacitor (Semiconductor SIM Model)"
"C21","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","52.2736","58.8099","360","Polarized Capacitor (Surface Mount)"
"C22","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","67.5654","58.8099","360","Polarized Capacitor (Surface Mount)"
"C23","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","82.7562","58.8099","360","Polarized Capacitor (Surface Mount)"
"C24","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","97.9676","58.8099","360","Polarized Capacitor (Surface Mount)"
"C25","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","113.2076","58.8099","360","Polarized Capacitor (Surface Mount)"
"C26","approved sub OK","TopLayer","Cap_1608-0603","7.5264","28.3620","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C27","approved sub OK","TopLayer","Cap_1608-0603","7.5264","31.3280","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C28","approved sub OK","TopLayer","Cap_1608-0603","7.5264","34.2940","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"D1","100V; 1.5A","TopLayer","DO-214AC","101.0000","26.1000","360","Diode SMD 100V 1.5A SMA"
"D2","DIODE_75V_500mW","TopLayer","SOD323","33.3000","58.4000","90","Diode SMD 300mA 0.5W SOD323"
"D3","DIODE_75V_500mW","TopLayer","SOD323","20.5500","21.8500","360","Diode SMD 300mA 0.5W SOD323"
"D5","Diode Schottky 2A 40V","TopLayer","DIOM2616X08N","109.2000","30.1000","180","Default Diode"
"HB-OUT","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","122.1162","6.0782","360","Screw Terminal 5mm 2-Way"
"E0_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","97.0281","71.2440","360","Screw Terminal 3.5mm 4-Way"
"E0","Header, 8-Pin, Female","TopLayer","A4988BREAKOUT","96.6241","53.2862","270","Header, 8-Pin, Female"
"E1_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","112.2606","71.2440","360","Screw Terminal 3.5mm 4-Way"
"E1","Header, 8-Pin, Female","TopLayer","A4988BREAKOUT","111.8825","53.2862","270","Header, 8-Pin, Female"
"U1","ATMEGA2560","TopLayer","TQFP100N","23.5100","47.8170","180","The high-performance, low-power Atmel 8-bit AVR RISC-based microcontroller"
"U2","ATMEGA16U2-AU","TopLayer","TQFP32N","27.2482","13.8237","90","High Performance, Low Power USB2.0 AVR® 8-Bit Microcontroller"
"U3","AOZ1282CI","TopLayer","SOT23-6N","109.1402","34.0311","270","Buck Regulator"
"L1","Ferrite Bead SMD 0805","TopLayer","RES_2012-0805","8.3000","10.0000","360","MagneticCore Inductor with Winding Polarity Marking"
"L3","Inductor SMD 33uH 2.5A","TopLayer","SRN6045TA_SMD_Inductor","109.2000","23.7000","90","MagneticCore Inductor with Winding Polarity Marking"
"EXP1","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","16.4508","71.1740","180","Header, 5-Pin, Dual row"
"LED1","YELLOW","TopLayer","LED_1608-0603","30.6000","65.5000","180","Hyper-Bright LED"
"LD2","GREEN","TopLayer","LED_1608-0603","125.5000","36.2000","270","Hyper-Bright LED"
"LD3","GREEN","TopLayer","LED_1608-0603","47.7000","27.6430","270","Hyper-Bright LED"
"LD4","GREEN","TopLayer","LED_1608-0603","55.7000","27.6430","270","Hyper-Bright LED"
"LD1","GREEN","TopLayer","LED_1608-0603","11.5000","10.0500","270","Hyper-Bright LED"
"Q6","PSMN1R8-40YLC","TopLayer","LFPACK","127.9220","29.1414","180","Logic Level N MOSFET"
"Q1","BUK9Y21-40E","TopLayer","LFPACK","45.2692","19.9334","180","Logic Level N MOSFET"
"Q2","BUK9Y21-40E","TopLayer","LFPACK","53.6740","19.8704","180","Logic Level N MOSFET"
"R1","Res-0603-1M","TopLayer","RES_1608-0603","25.7000","63.1000","360","Resistor"
"R3","Res-0603-10K","TopLayer","RES_1608-0603","20.6500","23.9000","180","Resistor"
"R4","Res-0603-1K","TopLayer","RES_1608-0603","13.2000","10.0000","90","Resistor"
"R5","Res-0603-53.6K","TopLayer","RES_1608-0603","113.7234","34.0436","270","Resistor"
"R6","Res-0603-10K","TopLayer","RES_1608-0603","106.0398","34.2468","90","Resistor"
"R7","Res-0603-22R","TopLayer","RES_1608-0603","19.4982","12.0954","180","Resistor"
"R8","Res-0603-22R","TopLayer","RES_1608-0603","19.4982","13.9413","180","Resistor"
"R11","Res-0603-10K","TopLayer","RES_1608-0603","30.5000","58.0000","180","Resistor"
"R12","Res-0603-10K","TopLayer","RES_1608-0603","24.0500","21.8500","360","Resistor"
"R13","Res-0603-1K","TopLayer","RES_1608-0603","30.6000","63.9000","180","Resistor"
"R14","Res-0603-1K","TopLayer","RES_1608-0603","35.5892","15.8507","360","Resistor"
"R15","Res-0603-1K","TopLayer","RES_1608-0603","35.5836","8.9708","360","Resistor"
"R16","Res-0603-1K","TopLayer","RES_1608-0603","35.5836","10.6908","360","Resistor"
"R17","Res-0603-1K","TopLayer","RES_1608-0603","35.5836","5.5309","360","Resistor"
"R18","Res-0603-1K","TopLayer","RES_1608-0603","35.5836","7.2508","360","Resistor"
"R21","Res-0603-10K","TopLayer","RES_1608-0603","52.7556","46.7076","360","Resistor"
"R22","Res-0603-100K","TopLayer","RES_1608-0603","52.2730","50.3144","270","Resistor"
"R23","Res-0603-10K","TopLayer","RES_1608-0603","68.0210","46.7076","360","Resistor"
"R24","Res-0603-100K","TopLayer","RES_1608-0603","67.6146","50.2382","270","Resistor"
"R25","Res-0603-10K","TopLayer","RES_1608-0603","83.0578","46.6060","360","Resistor"
"R26","Res-0603-100K","TopLayer","RES_1608-0603","82.7784","50.2382","270","Resistor"
"R27","Res-0603-10K","TopLayer","RES_1608-0603","98.2724","46.5806","360","Resistor"
"R28","Res-0603-100K","TopLayer","RES_1608-0603","97.9930","50.2382","270","Resistor"
"R29","Res-0603-10K","TopLayer","RES_1608-0603","113.4616","46.6314","360","Resistor"
"R30","Res-0603-100K","TopLayer","RES_1608-0603","113.2206","50.2624","270","Resistor"
"R31","Res-0603-22R","TopLayer","RES_1608-0603","120.7000","36.2000","270","Resistor"
"R33","Res-0603-1K","TopLayer","RES_1608-0603","123.9000","36.2000","90","Resistor"
"R34","Res-0603-22R","TopLayer","RES_1608-0603","42.7512","27.6429","270","Resistor"
"R35","Res-0603-100K","TopLayer","RES_1608-0603","44.4022","27.6429","270","Resistor"
"R36","Res-0603-1K","TopLayer","RES_1608-0603","46.0531","27.6428","90","Resistor"
"R37","Res-0603-22R","TopLayer","RES_1608-0603","50.7271","27.6428","270","Resistor"
"R38","Res-0603-100K","TopLayer","RES_1608-0603","52.3780","27.6429","270","Resistor"
"R39","Res-0603-1K","TopLayer","RES_1608-0603","54.0290","27.6428","90","Resistor"
"R40","Res-0603-4K7","TopLayer","RES_1608-0603","7.5264","29.8700","360","Resistor"
"R41","Res-0603-4K7","TopLayer","RES_1608-0603","7.5264","32.8360","360","Resistor"
"R42","Res-0603-4K7","TopLayer","RES_1608-0603","7.5264","35.8020","360","Resistor"
"RX","YELLOW","TopLayer","LED_1608-0603","35.6517","12.4107","180","Hyper-Bright LED"
"Thermistors","Header 7X2","TopLayer","HDR2X7","2.8020","29.1160","270","Header, 7-Pin, Dual row"
"TX","YELLOW","TopLayer","LED_1608-0603","35.6517","14.1307","180","Hyper-Bright LED"
"Z+","Header 3","TopLayer","HDR1X3","4.0716","52.7380","180","Header, 3-Pin"
"Z-","Header 3","TopLayer","HDR1X3","4.0716","55.2780","180","Header, 3-Pin"
"X_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","51.3308","71.2440","360","Screw Terminal 3.5mm 4-Way"
"X","Header, 8-Pin, Female","TopLayer","A4988BREAKOUT","50.8492","53.2862","270","Header, 8-Pin, Female"
"Y1","16MHz","TopLayer","3525_SMD_CRYSTAL","25.7000","59.1000","360","Crystal Oscillator"
"Y2","16MHz","TopLayer","3525_SMD_CRYSTAL","25.0000","3.0000","360","Crystal Oscillator"
"Y+","Header 3","TopLayer","HDR1X3","4.0716","57.8180","180","Header, 3-Pin"
"Y-","Header 3","TopLayer","HDR1X3","4.0716","60.3580","180","Header, 3-Pin"
"Y_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","66.5632","71.2440","360","Screw Terminal 3.5mm 4-Way"
"X+","Header 3","TopLayer","HDR1X3","4.0716","62.8980","180","Header, 3-Pin"
"X-","Header 3","TopLayer","HDR1X3","4.0716","65.4380","180","Header, 3-Pin"
"Z_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","81.7957","71.2440","360","Screw Terminal 3.5mm 4-Way"
"ZG","Header, 8-Pin, Female","TopLayer","A4988BREAKOUT","81.3658","53.2862","270","Header, 8-Pin, Female"
"sc1","Sraf","TopLayer","SRAF_3MM_-_RUPA_3.2","131.2748","3.6144","45",""
"sc2","Sraf","TopLayer","SRAF_3MM_-_RUPA_3.2","3.7726","71.3248","45",""
"sc4","Sraf","TopLayer","SRAF_3MM_-_RUPA_3.5","131.0208","39.2252","45",""
"R43","Res-0603-4K7","TopLayer","RES_1608-0603","7.5264","38.7680","360","Resistor"
"EXP2","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","34.6626","71.1740","180","Header, 5-Pin, Dual row"
"R32","Res-0603-100K","TopLayer","RES_1608-0603","122.3000","36.2000","270","Resistor"
"E2_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","127.4930","71.2440","360","Screw Terminal 3.5mm 4-Way"
"ZD","Header, 8-Pin, Female","TopLayer","A4988BREAKOUT","127.1408","53.2862","270","Header, 8-Pin, Female"
"C30","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","128.5222","58.8099","360","Polarized Capacitor (Surface Mount)"
"R44","Res-0603-100K","TopLayer","RES_1608-0603","128.5466","50.1822","270","Resistor"
"R45","Res-0603-10K","TopLayer","RES_1608-0603","128.7518","46.5850","360","Resistor"
"Q4","BUK9Y21-40E","TopLayer","LFPACK","70.3371","19.9334","180","Logic Level N MOSFET"
"Q3","BUK9Y21-40E","TopLayer","LFPACK","61.8541","19.9334","180","Logic Level N MOSFET"
"R46","Res-0603-22R","TopLayer","RES_1608-0603","76.2292","27.6428","270","Resistor"
"R47","Res-0603-100K","TopLayer","RES_1608-0603","77.7024","27.6428","270","Resistor"
"R48","Res-0603-22R","TopLayer","RES_1608-0603","59.0840","27.6428","270","Resistor"
"R49","Res-0603-100K","TopLayer","RES_1608-0603","60.7349","27.6428","270","Resistor"
"D6","100V; 1.5A","TopLayer","DO-214AC","101.0000","22.2000","180","Diode SMD 100V 1.5A SMA"
"D7","100V; 1.5A","TopLayer","DO-214AC","131.7070","15.9000","270","Diode SMD 100V 1.5A SMA"
"JTAG","Header 5X2","TopLayer","HDR2X5","46.2864","37.8028","180","Header, 5-Pin, Dual row"
"Reset","SW-PB","TopLayer","SW-PB_SMD_2PIN","37.2000","62.2000","180","SMD Tactile Switch"
"J2","Micro-USB B Socket","TopLayer","Micro-USB_B_Molex_105017-0001","3.1750","14.1000","270",""
"EXP3","Header 8X2","TopLayer","HDR2X8-HEADER","23.3718","27.6428","180","Header, 10-Pin, Dual row"
"C31","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","93.5003","34.2000","270","Polarized Capacitor (Surface Mount)"
"sc3","Sraf","TopLayer","Sraf_3mm_-_rupa_3.5","3.6652","3.8430","45",""
"12V","Header 2","TopLayer","HDR1X2","35.8178","27.6428","90","Header, 2-Pin"
"FAN0_1","Header 2","TopLayer","HDR1X2","70.4674","14.4884","180","Header, 2-Pin"
"FAN1_1","Header 2","TopLayer","HDR1X2","79.1036","14.4880","180","Header, 2-Pin"
"ENC_1","Header 4","TopLayer","HDR1X4","5.3420","47.7850","180","Header, 4-Pin"
"ENC_2","Header 4","TopLayer","HDR1X4","5.3420","45.2450","180","Header, 4-Pin"
"ENC_3","Header 4","TopLayer","HDR1X4","5.3420","42.7050","180","Header, 4-Pin"
"MAIN-PWR","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","102.1010","6.0782","360","Screw Terminal 5mm 2-Way"
"HB-PWR","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","112.0832","6.0782","360","Screw Terminal 5mm 2-Way"
"C35","approved sub OK","TopLayer","Cap_1608-0603","7.5264","22.4300","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"C36","approved sub OK","TopLayer","Cap_1608-0603","7.5264","19.4640","360","Capacitor SMD Cer 1uF 10% 16V X7R 0603"
"PWR2","Header 2","TopLayer","HDR1X2","85.0684","3.5128","90","Header, 2-Pin"
"R60","Res-0603-4K7","TopLayer","RES_1608-0603","7.5265","23.9380","360","Resistor"
"R61","Res-0603-4K7","TopLayer","RES_1608-0603","7.5265","20.9720","360","Resistor"
"ISP2","Header 3X2","TopLayer","HDR2X3","30.9664","21.6992","360","Header, 3-Pin, Dual row"
